,data
276,(1.1590656790350096e-05-9.81925390242111e-06j)
277,(1.15334816257473e-05-9.708680831721495e-06j)
278,(1.1476920852793171e-05-9.599567173168566e-06j)
279,(1.1420973871523188e-05-9.491889338075765e-06j)
280,(1.1365627476500606e-05-9.385607734557766e-06j)
281,(1.1310853711421487e-05-9.280730360217149e-06j)
282,(1.1256666518910663e-05-9.177184570496877e-06j)
283,(1.1203080526378528e-05-9.074993490898464e-06j)
284,(1.1150046957730808e-05-8.974106107118018e-06j)
285,(1.109757875195072e-05-8.874513899748138e-06j)
286,(1.1045676785670366e-05-8.776197848892053e-06j)
287,(1.0994308071055059e-05-8.679124118504689e-06j)
288,(1.0943473345292887e-05-8.583284348606668e-06j)
289,(1.0893210485640736e-05-8.488668311823488e-06j)
290,(1.084345119828356e-05-8.395218143331107e-06j)
291,(1.0794223671339864e-05-8.302945114557758e-06j)
292,(1.0745522488697645e-05-8.2118258459829e-06j)
293,(1.0697334420939342e-05-8.121837717922631e-06j)
294,(1.0649646911886634e-05-8.032957721226808e-06j)
295,(1.0602466485210016e-05-7.945185440449976e-06j)
296,(1.0555773619636e-05-7.858484604383875e-06j)
297,(1.0509607001552013e-05-7.772841210007542e-06j)
298,(1.0463866520815657e-05-7.688260615257292e-06j)
299,(1.0418628022534904e-05-7.6046733896717456e-06j)
300,(1.0373868760460425e-05-7.522111479918436e-06j)
301,(1.0329580930168447e-05-7.440544905756852e-06j)
302,(1.028574685513206e-05-7.359956780916832e-06j)
303,(1.024238304569991e-05-7.280342718241073e-06j)
304,(1.01994706929176e-05-7.201664258271734e-06j)
305,(1.0156989175058584e-05-7.1239078222040675e-06j)
306,(1.011496260883149e-05-7.047086923506196e-06j)
307,(1.007337843272893e-05-6.971155245616423e-06j)
308,(1.003222273787685e-05-6.896120035404518e-06j)
309,(9.991503135964308e-06-6.821958096092651e-06j)
310,(9.951197452728877e-06-6.748659865773998e-06j)
311,(9.911309077459407e-06-6.676196428079262e-06j)
312,(9.871857264975858e-06-6.604572975299483e-06j)
313,(9.832770929030232e-06-6.533774025652139e-06j)
314,(9.794141148766755e-06-6.463797703970542e-06j)
315,(9.755893175977803e-06-6.394595505221368e-06j)
316,(9.71804175708968e-06-6.326190013616895e-06j)
317,(9.680580893345336e-06-6.258544584691883e-06j)
318,(9.6435185064081e-06-6.191668205257628e-06j)
319,(9.60682270623181e-06-6.125533873690969e-06j)
320,(9.570533702429884e-06-6.06014441428826e-06j)
321,(9.534590398985188e-06-5.995477113440728e-06j)
322,(9.49905492309e-06-5.9315135265691765e-06j)
323,(9.46385554900786e-06-5.868253564855763e-06j)
324,(9.429035330299484e-06-5.80568935903969e-06j)
325,(9.394584386868132e-06-5.743818157100122e-06j)
326,(9.360486300735715e-06-5.68259806055238e-06j)
327,(9.326736812198533e-06-5.622051426179553e-06j)
328,(9.293349496175551e-06-5.5621519519100104e-06j)
329,(9.26030799242028e-06-5.502906752496983e-06j)
330,(9.227582424387037e-06-5.444261158338293e-06j)
331,(9.195211752022203e-06-5.386243227434306e-06j)
332,(9.163205222151305e-06-5.328870380072459e-06j)
333,(9.131509270510207e-06-5.272086431862277e-06j)
334,(9.100143424589646e-06-5.215882444176145e-06j)
335,(9.069113482418345e-06-5.160272841031599e-06j)
336,(9.038389811699687e-06-5.105235973079658e-06j)
337,(9.008029153712016e-06-5.050781381576996e-06j)
338,(8.97793427734328e-06-4.996859749084592e-06j)
339,(8.94815885699174e-06-4.943515359290274e-06j)
340,(8.91871735531069e-06-4.890692712145039e-06j)
341,(8.889574829140656e-06-4.838416222785469e-06j)
342,(8.860731898874263e-06-4.786665007472379e-06j)
343,(8.832202766484443e-06-4.73541629908425e-06j)
344,(8.803976868865249e-06-4.684705599888872e-06j)
345,(8.776026718670948e-06-4.634462871244693e-06j)
346,(8.748383135248616e-06-4.584769994764315e-06j)
347,(8.72102727544899e-06-4.535524644300182e-06j)
348,(8.693978828855364e-06-4.486792114732907e-06j)
349,(8.667220693148181e-06-4.438515790461395e-06j)
350,(8.640691355754626e-06-4.390678962629124e-06j)
351,(8.614484847235815e-06-4.343336637013806e-06j)
352,(8.588537486975412e-06-4.296433789185983e-06j)
353,(8.562868972994409e-06-4.249976493397867e-06j)
354,(8.53748876705751e-06-4.2039679630789806e-06j)
355,(8.51236465182481e-06-4.158387503672145e-06j)
356,(8.487515508859289e-06-4.113238360581306e-06j)
357,(8.462923500429653e-06-4.068506470389366e-06j)
358,(8.438600042515176e-06-4.024192274520999e-06j)
359,(8.41452671940246e-06-3.980288984628544e-06j)
360,(8.390734764995855e-06-3.936782503544123e-06j)
361,(8.367191084435177e-06-3.8936915354170765e-06j)
362,(8.343890269824072e-06-3.850965175189458e-06j)
363,(8.320856996313353e-06-3.8086432017081506e-06j)
364,(8.298063389533539e-06-3.766686407224995e-06j)
365,(8.275514850386578e-06-3.7251046816066946e-06j)
366,(8.253219470510942e-06-3.6839011450240378e-06j)
367,(8.231161446881075e-06-3.643059724112163e-06j)
368,(8.209343640430689e-06-3.6025644956083624e-06j)
369,(8.187778265722478e-06-3.5624472358719572e-06j)
370,(8.166433101863824e-06-3.5226610579641715e-06j)
371,(8.145344145837896e-06-3.4832157940201114e-06j)
372,(8.124467718612083e-06-3.4441036937948866e-06j)
373,(8.103810569259906e-06-3.405349048968276e-06j)
374,(8.083424022253816e-06-3.3668853509638552e-06j)
375,(8.063228561894231e-06-3.328768548804817e-06j)
376,(8.043288341252897e-06-3.2909547487136592e-06j)
377,(8.023594339878759e-06-3.253436261729803e-06j)
378,(8.004055422783374e-06-3.216294052421631e-06j)
379,(7.984768854329971e-06-3.1794158728004618e-06j)
380,(7.965698167744506e-06-3.1428431590541095e-06j)
381,(7.946850548390394e-06-3.106553269738299e-06j)
382,(7.92821085959794e-06-3.0705723270685326e-06j)
383,(7.909789385918131e-06-3.0348618835773777e-06j)
384,(7.891597054277e-06-2.999449787211006e-06j)
385,(7.873590080587078e-06-2.9642872192425784e-06j)
386,(7.855797878431048e-06-2.9294208134800215e-06j)
387,(7.838216960820432e-06-2.8948245818227747e-06j)
388,(7.820838516803263e-06-2.8604872817084015e-06j)
389,(7.80370671149555e-06-2.826397380140122e-06j)
390,(7.786706023082957e-06-2.792600994894201e-06j)
391,(7.76993584183927e-06-2.7590437712277094e-06j)
392,(7.753375495411774e-06-2.7257405763592146e-06j)
393,(7.737002806429416e-06-2.6926740330779353e-06j)
394,(7.72081994826479e-06-2.6598529370147617e-06j)
395,(7.704863897561864e-06-2.627264955368247e-06j)
396,(7.689074822181396e-06-2.5949335302755117e-06j)
397,(7.673476520420053e-06-2.562815044626632e-06j)
398,(7.658089028694803e-06-2.5309445472743164e-06j)
399,(7.642891268311303e-06-2.499273512590605e-06j)
400,(7.627873611415481e-06-2.46785013358064e-06j)
401,(7.613041330678527e-06-2.436622447810066e-06j)
402,(7.598399488717433e-06-2.4056269887218207e-06j)
403,(7.583941793676274e-06-2.374829512152843e-06j)
404,(7.569663703854701e-06-2.344249580676916e-06j)
405,(7.555580916029925e-06-2.313871735548645e-06j)
406,(7.541670066668615e-06-2.283691166837798e-06j)
407,(7.5279531159822e-06-2.253716719913257e-06j)
408,(7.5144039457519796e-06-2.223942347168162e-06j)
409,(7.5010314488643814e-06-2.19434985737621e-06j)
410,(7.487842903941555e-06-2.164954917116546e-06j)
411,(7.4748224818677045e-06-2.135744517239857e-06j)
412,(7.461985309653585e-06-2.1067162823129593e-06j)
413,(7.449316151930674e-06-2.077869141636768e-06j)
414,(7.436814876360387e-06-2.049202734166755e-06j)
415,(7.424506637487838e-06-2.0207053115228746e-06j)
416,(7.412343169033164e-06-1.9923693295176292e-06j)
417,(7.4003806815881035e-06-1.964235789575497e-06j)
418,(7.3885614746416195e-06-1.9362490766283713e-06j)
419,(7.376925315938365e-06-1.90842533909219e-06j)
420,(7.3654414416424174e-06-1.8807789627928173e-06j)
421,(7.354139572868235e-06-1.853261105910775e-06j)
422,(7.342997837334053e-06-1.8259052418923005e-06j)
423,(7.332008523874833e-06-1.7987379217210275e-06j)
424,(7.3211878817147635e-06-1.7716704749926038e-06j)
425,(7.310536874527429e-06-1.744771515266308e-06j)
426,(7.3000551754631715e-06-1.718036188202987e-06j)
427,(7.289721975389796e-06-1.6914195986039715e-06j)
428,(7.2795535066561e-06-1.6649452150296895e-06j)
429,(7.2695382584697654e-06-1.638624300359659e-06j)
430,(7.259688358907113e-06-1.6124246368098838e-06j)
431,(7.249983094759216e-06-1.5863663245241355e-06j)
432,(7.240448143264189e-06-1.5604414861924987e-06j)
433,(7.231069009350222e-06-1.5346349404588011e-06j)
434,(7.221845283567063e-06-1.508961822438426e-06j)
435,(7.21276675008653e-06-1.483394089812906e-06j)
436,(7.203848964465465e-06-1.4579736238307106e-06j)
437,(7.195090662825976e-06-1.4326438777523265e-06j)
438,(7.186477118281687e-06-1.4074605823588549e-06j)
439,(7.178014866049409e-06-1.3823873486473737e-06j)
440,(7.169709780541211e-06-1.357416706593284e-06j)
441,(7.161573218006367e-06-1.3325253221951883e-06j)
442,(7.153552590288825e-06-1.3077759957180746e-06j)
443,(7.145680231523954e-06-1.2831682882907813e-06j)
444,(7.137956021807668e-06-1.258598725462079e-06j)
445,(7.13043003575109e-06-1.2341832243967232e-06j)
446,(7.122986363405914e-06-1.2098350614664355e-06j)
447,(7.11572766043389e-06-1.1855820107875559e-06j)
448,(7.10860859243212e-06-1.1614437813722844e-06j)
449,(7.101632586881124e-06-1.1373853641138965e-06j)
450,(7.094808291974175e-06-1.1134190553985235e-06j)
451,(7.088138493038798e-06-1.089549164667858e-06j)
452,(7.081577514611581e-06-1.0657504410094276e-06j)
453,(7.075202242745604e-06-1.0420457046134146e-06j)
454,(7.06893441826395e-06-1.0184200283092082e-06j)
455,(7.062811965052873e-06-9.948717041297073e-07j)
456,(7.056853483344838e-06-9.714095696722325e-07j)
457,(7.051020109116735e-06-9.480073157597246e-07j)
458,(7.045340020717106e-06-9.247132406464686e-07j)
459,(7.039808763042998e-06-9.014835375964481e-07j)
460,(7.034401964478576e-06-8.783055012173691e-07j)
461,(7.029138970882087e-06-8.55221149898e-07j)
462,(7.024019319068486e-06-8.321903712804612e-07j)
463,(7.0190485690346804e-06-8.092368113388204e-07j)
464,(7.014219817857992e-06-7.863230564453261e-07j)
465,(7.009479936481711e-06-7.634869687578316e-07j)
466,(7.004920993924912e-06-7.406935789155966e-07j)
467,(7.000486721420174e-06-7.179767615994592e-07j)
468,(6.996199957587379e-06-6.95314890108989e-07j)
469,(6.9920489287333965e-06-6.726956813807305e-07j)
470,(6.988028825816173e-06-6.501410578785283e-07j)
471,(6.984153135825011e-06-6.276346975475633e-07j)
472,(6.980384240407034e-06-6.051681418206556e-07j)
473,(6.976803919478414e-06-5.827664426583112e-07j)
474,(6.973313935176861e-06-5.603886026328553e-07j)
475,(6.969994980288163e-06-5.380852661218682e-07j)
476,(6.966792615248352e-06-5.157980749181945e-07j)
477,(6.9637262121169385e-06-4.935556026097743e-07j)
478,(6.960792965138296e-06-4.713396974942441e-07j)
479,(6.958006327106858e-06-4.491798288874804e-07j)
480,(6.955351944171184e-06-4.270303688436172e-07j)
481,(6.952817814598333e-06-4.049682407192279e-07j)
482,(6.950420868845342e-06-3.8287774994927304e-07j)
483,(6.948152400099161e-06-3.6084297683203204e-07j)
484,(6.946012803155099e-06-3.3884794614635894e-07j)
485,(6.944047356904903e-06-3.1685039036943863e-07j)
486,(6.942201482784682e-06-2.9489326447418307e-07j)
487,(6.9404557496710595e-06-2.7296860061198913e-07j)
488,(6.938807658674051e-06-2.5103671141835093e-07j)
489,(6.937429150033481e-06-2.2915035113868498e-07j)
490,(6.936109167465787e-06-2.0727157057365275e-07j)
491,(6.934891447318847e-06-1.8539549984097903e-07j)
492,(6.933832438438259e-06-1.6357375809405994e-07j)
493,(6.932904277556773e-06-1.4174005524836275e-07j)
494,(6.932120184321988e-06-1.199123635942101e-07j)
495,(6.931450596381339e-06-9.809457957032919e-08j)
496,(6.930932706039616e-06-7.631785692296944e-08j)
497,(6.9305206862879665e-06-5.448965634258229e-08j)
498,(6.93025678635828e-06-3.268267612099862e-08j)
499,(6.930140026228937e-06-1.0893204560602499e-08j)
500,(6.9301213870276435e-06+1.0898122404512378e-08j)
501,(6.930257504256243e-06+3.2680357087144785e-08j)
502,(6.930519403480773e-06+5.4493737522420815e-08j)
503,(6.9309321305000005e-06+7.627722364844658e-08j)
504,(6.931465900805733e-06+9.809055967480163e-08j)
505,(6.932123671199442e-06+1.1991598292127037e-07j)
506,(6.932909238033247e-06+1.4173233076064662e-07j)
507,(6.933834390432381e-06+1.6356702126074651e-07j)
508,(6.934886925713535e-06+1.854151330249465e-07j)
509,(6.936088573938903e-06+2.072679112785636e-07j)
510,(6.937425496511551e-06+2.291588865332983e-07j)
511,(6.938872255224382e-06+2.5105542711401085e-07j)
512,(6.9404798450634075e-06+2.7298269955622345e-07j)
513,(6.94218615771014e-06+2.94907986919668e-07j)
514,(6.944048897450372e-06+3.1686111334749967e-07j)
